Lab.code,Sample.ID,Sequencing_Run,Sampling.date,Sample_location,Street.No.,Vendor.No.,edge_case,Stall_corrected,address,Stall_corrected_merged,Sample.type,Sample.information,SARS.CoV.2.qPCR.result,Precise.location,FromHSM,Latitude,Longitude,Stall_corrected_latitude,Stall_corrected_longitude,Stall_merged_latitude,Stall_merged_longitude
WS-1-4,Env_0745,,2020-02-05,West,,,,West|NA|NA,West|1|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WS-2-1,Env_0746,SRR23971458,2020-02-05,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WS-2-2,Env_0747,,2020-02-05,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WS-2-3,Env_0748,SRR23971459,2020-02-05,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WS-3-2,Env_0750,,2020-02-05,East,,,,East|NA|NA,East|10|SwO,East|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WS-4-2,Env_0752,SRR23971590,2020-02-05,East,,,,East|NA|NA,East|1|SwO,East|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WWS-1#,Env_0816,SRR23971494,2020-02-15,West,,,,West|NA|NA,West|1|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WWS-1#-2,Env_0817,SRR23971495,2020-02-15,West,,,,West|NA|NA,West|1|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WWS-1#-3,Env_0818,SRR23971496,2020-02-15,West,,,,West|NA|NA,West|1|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WWS-2#-1,Env_0819,,2020-02-15,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Negative,1,True,,,,,,
WWS-2#-2,Env_0820,SRR23971514,2020-02-15,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
WWS-2#-3,Env_0821,SRR23971497,2020-02-15,West,,,,West|NA|NA,West|13|SwO,West|NA|NA,Sewage,Sewage well,Positive,1,True,,,,,,
zong-1,Env_0762,,2020-02-09,West,1,,,West|1|NA,West|1|Sw3,West|1|NA,Water drain,Water drain,Positive,1,True,30.619249,114.257184,,,,
CCDC-454,Env_0873,SRR23971442,2020-02-25,West,9,34,,West|9|34,West|9|34,West|9|34-36,Environmental swab,Container,Negative,1,True,,,,,,
CCDC-455,Env_0874,,2020-02-25,West,9,34,,West|9|34,West|9|34,West|9|34-36,Environmental swab,Container,Negative,1,True,,,,,,
EWS-2#-1,Env_0812,,2020-02-15,East,,,,East|NA|NA,East|10|SwO,East|NA|NA,Sewage,Sewage well,Negative,1,True,,,,,,
EWS-3#-1,Env_0814,,2020-02-15,East,,,,East|NA|NA,East|1|SwO,East|NA|NA,Sewage,Sewage well,Negative,1,True,,,,,,
WS-3-1,Env_0749,SRR23971553,2020-02-05,East,,,,East|NA|NA,East|10|SwO,East|NA|NA,Sewage,Sewage well,Negative,1,True,,,,,,
WS-4-1,Env_0751,SRR23971554,2020-02-05,East,,,,East|NA|NA,East|1|SwO,East|NA|NA,Sewage,Sewage well,Negative,1,True,,,,,,
1-27-20,Env_0651,,2020-01-27,West,5,,,West|5|NA,West|Unknown,West|5|NA,Water drain,Water drain,Negative,0,True,,,,,,
1-29-15,Env_0693,,2020-01-29,East,,,,East|NA|NA,East|Unknown,East|NA|NA,Environmental swab,Garbage,Negative,0,True,,,,,,
1-29-25,Env_0703,,2020-01-29,East,,,,East|NA|NA,East|Unknown,East|NA|NA,Environmental swab,Garbage,Negative,0,True,,,,,,
C38,Env_0176,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
C39,Env_0177,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
C40,Env_0178,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
C41,Env_0179,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
C42,Env_0180,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
C43,Env_0181,,2020-01-01,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
CCDC-690,Env_0890,,2020-03-02,West,,,,West|NA|NA,West|Unknown,West|NA|NA,Environmental swab,Ground of garage,Negative,0,True,,,,,,
EWS-1#-1,Env_0810,,2020-02-15,East,,,,East|NA|NA,East|Unknown,East|NA|NA,Sewage,Sewage well,Negative,0,True,,,,,,
EWS-1#-2,Env_0811,,2020-02-15,East,,,,East|NA|NA,East|Unknown,East|NA|NA,Sewage,Sewage well,Negative,0,True,,,,,,
